school_year,num_of_sems,country,university,department
2006,2,France,École Polytechnique,Department of Horticultural Science
2006,2,Japan,Akita International University,Department of Agricultural Chemistry
2006,2,Japan,Akita International University,Department of Japanese Language and Literature
2006,2,Japan,Akita International University,Department of Political Science
2006,2,Japan,Akita International University,Department of Japanese Language and Literature
2006,2,Japan,Akita International University,Department of Japanese Language and Literature
2006,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2006,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2006,2,Ireland,"Trinity College Dublin, The University of Dublin",Department of Social Work
2006,2,Ireland,"Trinity College Dublin, The University of Dublin",Department of Business Administration
2006,2,Japan,Soka University,Department of Japanese Language and Literature
2006,2,US,University of Georgia,Department of International Business
2006,2,US,University of Georgia,Department of Social Work
2006,2,US,University of Georgia,Department of Chinese Literature
2006,2,US,University of Georgia,Department of Finance
2006,2,US,University of Georgia,Department of Computer Science and Information Engineering
2006,2,Sweden,Stockholm University,Department of Foreign Languages and Literatures
2006,2,Sweden,Stockholm University,Department of Law
2006,2,Canada,University of Ottawa,Department of Finance
2006,2,US,University of Washington,Department of Chemistry
2006,2,Netherlands,Leiden University,Department of Finance
2006,2,Netherlands,Leiden University,Department of Foreign Languages and Literatures
2006,2,Sweden,Lund University,Department of Library and Information Science
2006,2,Sweden,Lund University,Department of Physics
2006,2,South Korea,Sunchon National University,Department of Social Work
2006,2,US,University of Oregon,Department of International Business
2006,2,US,University of Oregon,Department of Business Administration
2006,1,Singapore,National University of Singapore,Department of International Business
2006,1,Singapore,National University of Singapore,Department of Electrical Engineering
2006,2,Australia,The University of New South Wales,Department of Foreign Languages and Literatures
2006,2,Australia,The University of New South Wales,Department of Sociology
2006,2,Australia,The University of New South Wales,Department of Finance
2006,1,Australia,The University of New South Wales,Department of Horticultural Science
2006,2,Canada,University of Waterloo,Department of Psychology
2006,2,Canada,University of Waterloo,Department of Psychology
2006,2,Canada,University of Waterloo,Department of Psychology
2006,2,Switzerland,University of St. Gallen,Department of Life Science
2006,2,Canada,University of Victoria,Department of International Business
2006,2,US,University of Pennsylvania,Department of Anthropology
2006,2,Finland,University of Helsinki,Department of Life Science
2006,2,Australia,The University of Melbourne,Department of Foreign Languages and Literatures
2006,2,Australia,The University of Melbourne,Department of Foreign Languages and Literatures
2006,2,Australia,The Australian National University,Department of Life Science
2006,2,Australia,The Australian National University,Department of Finance
2006,2,Japan,Kansai University,Department of Japanese Language and Literature
2006,2,Japan,Kansai University,Department of Japanese Language and Literature
2006,2,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Political Science
2006,2,Netherlands,University of Groningen,Department of International Business
2006,2,Netherlands,University of Groningen,Department of Foreign Languages and Literatures
2006,2,Netherlands,University of Groningen,Department of Foreign Languages and Literatures
2005,2,Japan,Kyushu University,Department of Political Science
2005,2,Japan,Kyushu University,Department of Japanese Language and Literature
2005,2,US,University of California,Department of Electrical Engineering
2005,2,US,University of California,Department of Electrical Engineering
2005,2,US,University of California,Department of Physics
2005,2,US,The California State University (CSU),Department of Foreign Languages and Literatures
2005,2,US,The California State University (CSU),Department of Political Science
2005,2,Canada,University of Toronto,Department of Bioenvironmental Systems Engineering
2005,2,Japan,Waseda University,Department of Japanese Language and Literature
2005,2,Japan,Waseda University,Department of Japanese Language and Literature
2005,2,Canada,Simon Fraser University (SFU),Department of Veterinary Medicine
2005,2,Canada,Simon Fraser University (SFU),Department of Pharmacy
2005,2,Japan,Meiji University,Department of Japanese Language and Literature
2005,2,Japan,Tohoku University,Department of Japanese Language and Literature
2005,2,Japan,Tohoku University,Department of Computer Science and Information Engineering
2005,2,Japan,Tohoku University,Department of Civil Engineering
2005,2,Japan,Tokyo University of Foreign Studies,Department of Foreign Languages and Literatures
2005,2,Japan,Tokyo University of Foreign Studies,Department of Japanese Language and Literature
2005,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2005,2,Japan,Tokyo Gakugei University,Department of Accounting
2005,2,Austria,Johannes Kepler University of Linz,Department of Business Administration
2005,2,Austria,Johannes Kepler University of Linz,Department of Accounting
2005,2,Singapore,Nanyang Technological University,Department of Economics
2005,2,Germany,Free University of Berlin,Department of Economics
2005,2,Germany,Free University of Berlin,Department of Foreign Languages and Literatures
2005,2,France,University Grenoble Alpes (UGA),Department of International Business
2005,2,France,University Grenoble Alpes (UGA),Department of International Business
2005,2,Canada,The University of British Columbia (UBC),Department of Foreign Languages and Literatures
2005,2,Hong Kong,The Chinese University of Hong Kong,Department of International Business
2005,1,Hong Kong,The Chinese University of Hong Kong,Department of Accounting
2005,2,Hong Kong,The Chinese University of Hong Kong,Department of International Business
2005,1,Hong Kong,The Chinese University of Hong Kong,Department of Economics
2005,2,Denmark,University of Copenhagen,Department of International Business
2005,2,South Korea,Pohang University of Science and Technology (POSTECH),Department of Engineering Science and Ocean Engineering
2005,2,Germany,Heidelberg University,Department of Economics
2005,2,Germany,Heidelberg University,Department of Sociology
2005,2,Germany,Heidelberg University,Department of Political Science
2005,2,Netherlands,Utrecht University,Department of International Business
2005,2,Netherlands,Utrecht University,Department of International Business
2005,2,Japan,University of the Ryukyus,Department of Japanese Language and Literature
2005,2,Japan,University of the Ryukyus,Department of Political Science
2005,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2005,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2005,2,Ireland,"Trinity College Dublin, The University of Dublin",Department of Sociology
2005,2,Ireland,"Trinity College Dublin, The University of Dublin",Department of History
2005,2,Japan,Soka University,Department of Japanese Language and Literature
2005,2,US,University of Georgia,Department of Business Administration
